序号,运营商,充电站点标准名称,服务类型,区县具体地址,快充接口数,慢充接口数,地域范围,所在地类型
761,北京电力公司,北京市平谷区北京渔阳国际滑雪场充电站,社会公用,北京市平谷区东高村镇北京渔阳国际滑雪场停车场北侧,18,0,六环外,城市公园绿地
762,北京电力公司,北京市平谷区乐政务乡斋各庄村北充电站,社会公用,北京市平谷区殡仪馆院内东侧停车场,8,0,六环外,政府机构
763,北京电力公司,北京市密云区张裕爱斐堡国际酒庄公共充电站,社会公用,北京市密云区巨各庄镇北京张裕爱斐堡国际酒庄北侧停车场,8,0,六环外,城市公园绿地
764,北京电力公司,北京市平谷区大兴庄镇政府公共充电站,社会公用,北京市平谷区顺福街81号大兴庄镇政府南侧停车场,8,0,六环外,政府机构
765,北京电力公司,北京市平谷区马坊开发区东区充电站,社会公用,北京市平谷区马坊开发东区永丰余家纸公司南侧公共停车场,8,0,六环外,公共停车场
766,北京电力公司,北京市平谷区马坊开发区西区充电站,社会公用,北京市平谷区马坊开发西区真金昌汽车科技公司东侧公共停车场,8,0,六环外,公共停车场
767,北京电力公司,北京市平谷区黑水湾桃花大舞台公共充电站,社会公用,北京市平谷区黑水湾桃花大舞台停车场,8,0,六环外,城市公园绿地
768,北京电力公司,北京市平谷区华晨金鼎4S店公共充电站,社会公用,北京市平谷区谷峰路98号院华晨金鼎汽车销售服务有限公司,8,0,六环外,车企4S店
769,北京电力公司,北京市平谷区前台头村公共充电站,社会公用,北京市平谷区东高村镇前台头村公共停车场,8,0,六环外,公共停车场
770,北京电力公司,北京市平谷区天子谷一线天景区公共充电站,社会公用,北京市平谷区镇罗营镇天子谷一线天景区停车场,8,0,六环外,城市公园绿地
771,北京电力公司,北京市平谷区峪口禽业孵化场充电站,社会公用,北京市平谷区大官庄村峪口禽业孵化场院内停车场,6,0,六环外,工业园区/厂区
772,北京电力公司,北京市平谷区夏各庄桃园仙居民俗饭店公共充电站,社会公用,北京市平谷区纪太务大北街185号桃园仙居民俗饭店停车场,8,0,六环外,酒店宾馆
773,北京电力公司,北京市平谷区熊儿寨老泉公园公共充电站,社会公用,北京市平谷区熊儿寨乡老泉公园停车场,8,0,六环外,城市公园绿地
774,北京电力公司,北京市石景山区北方工业大学图书馆公共充电站,社会公用,北京市石景山区晋元庄路5号北方工业大学图书馆停车场,9,0,五环至六环,教育院校
775,北京电力公司,北京市石景山区北方工业大学校卫生服务中心公共充电站,社会公用,北京市石景山区晋元庄路5号北方工业大学卫生服务中心停车场,9,0,五环至六环,教育院校
776,北京电力公司,北京市石景山区古城金融中心B3停车场公共充电站,社会公用,北京市石景山区古城金融中心B3停车场,6,0,五环至六环,科技园区
777,北京电力公司,北京市石景山区北京大公馆公共充电站,社会公用,北京市石景山区北京大公馆西侧停车场,10,0,四环至五环,酒店宾馆
778,北京电力公司,北京市石景山区青少年活动中心公共充电站,社会公用,北京市石景山区青少年活动中心内部停车场,2,2,四环至五环,城市公园绿地
779,北京电力公司,北京市石景山区人民法制杂志社公共充电站,社会公用,北京市石景山区人民法制法制杂志社停车场,8,0,四环至五环,工业园区/厂区
780,北京电力公司,北京市石景山区金顶山路停车场东公共充电站,社会公用,北京市石景山区八大路3号停车场,16,8,五环至六环,公共停车场
781,北京电力公司,北京市石景山区金顶山路停车场西公共充电站,社会公用,北京市石景山区八大路3号停车场西侧,14,1,五环至六环,商业区
782,北京电力公司,北京市石景山区模式口东里公共充电站,社会公用,北京市石景山区模式口东里14号楼北侧停车场,24,0,五环至六环,公共停车场
783,北京电力公司,北京市石景山区眼科医院公共充电站,社会公用,北京市石景山区鲁谷路33号中国中医科学院眼科医院停车场,9,0,四环至五环,医疗机构
784,北京电力公司,北京市石景山区中础大厦公共充电站,社会公用,北京市石景山区石景山路23号,7,0,四环至五环,工业园区/厂区
785,北京电力公司,北京市顺义区北孙各庄村充电站,社会公用,北京市顺义区牛栏山镇北孙各庄村南侧路边停车场,8,0,六环外,城市公园绿地
786,北京电力公司,北京市顺义区春晖园温泉酒店公共充电站,社会公用,北京市顺义区高丽营镇春晖园温泉度假酒店南门停车场,8,0,六环外,酒店宾馆
787,北京电力公司,北京市顺义区张镇龙凤路西侧充电站,社会公用,北京市顺义区殡仪馆南侧停车场,9,0,六环外,工业园区/厂区
788,北京电力公司,北京市顺义区国际鲜花港南门公共充电站,社会公用,北京市顺义区区南路北京国际鲜花港南侧停车场,39,0,六环外,城市公园绿地
789,北京电力公司,北京市顺义区汉石桥湿地公园公共充电站,社会公用,北京市顺义区木燕路汉石桥湿地公园停车场,16,0,六环外,城市公园绿地
790,北京电力公司,北京市顺义区九干桥北公共充电站,社会公用,北京市顺义区高丽营镇九干桥北200米停车场内,8,0,六环外,公共停车场
791,北京电力公司,北京市顺义区九重汇充电站,社会公用,北京市顺义区后沙峪镇九重汇购物中心南侧停车场,16,0,六环外,科技园区
792,北京电力公司,北京市顺义区南彩镇顺义汽车总站西侧公共充电站,社会公用,北京市顺义区南彩镇顺平辅路公交总站西侧,14,0,六环外,公共停车场
793,北京电力公司,北京市顺义区牛栏山镇北京中医院公共充电站,社会公用,北京市顺义区牛栏山镇北京中医院东侧公共停车场,10,0,六环外,医疗机构
794,北京电力公司,北京市顺义区李桥时代艺术园区充电站,社会公用,北京市顺义区李桥时代艺术园区南侧停车场,8,0,六环外,城市公园绿地
795,北京电力公司,北京市顺义区生源恒业办公楼充电站,社会公用,北京市顺义区富力湾小区西侧生源恒业办公楼停车场,16,0,五环至六环,工业园区/厂区
796,北京电力公司,北京市通州区大运河森林公园充电站,社会公用,北京市通州区张家湾镇大运河森林公园西二门停车场,8,0,六环外,城市公园绿地
797,北京电力公司,北京市通州区甘棠中学公共充电站,社会公用,北京市通州区甘棠中学东200米,8,0,五环至六环,教育院校
798,北京电力公司,北京市通州区华远好天地公共充电站,社会公用,北京市通州区华远好天地D座南侧停车场,8,0,五环至六环,科技园区
799,北京电力公司,北京市通州区济德商城公共充电站,社会公用,北京市通州区张家湾镇北大化116号院济德商城公共停车场,8,0,五环至六环,商业区
800,北京电力公司,北京市通州区京高园林工程有限公司北京分公司充电站,社会公用,北京市通州区西集镇京高园林工程有限公司北京分公司停车场,8,0,六环外,城市公园绿地
801,北京电力公司,北京市通州区精诚联合汽车维修公司充电站,社会公用,北京市通州区张家湾镇精诚联合汽车维修公司西侧停车场,8,0,六环外,工业园区/厂区
802,北京电力公司,北京市通州区蓝呗呗生态园充电站,社会公用,北京市通州区马驹桥镇马朱路与朱大路交叉口东侧,8,0,六环外,城市公园绿地
803,北京电力公司,北京市通州区绿蜻蜓专业合作社充电站,社会公用,北京市通州区绿蜻蜓特色果蔬产销专业合作社北侧停车场,8,0,六环外,工业园区/厂区
804,北京电力公司,北京市通州区马驹桥联东U谷公共充电站,社会公用,北京市通州区马驹桥镇景盛南二街15号联东U谷北区8B楼前,8,0,五环至六环,科技园区
805,北京电力公司,北京市通州区名仕生态农业园充电站,社会公用,北京市通州区南马庄村西侧200米名仕生态园院内,8,0,六环外,城市公园绿地
806,北京电力公司,北京市通州区月亮河温泉假日酒店公共充电站,社会公用,北京市通州区滨河路1号月亮河温泉假日酒店公共停车场,8,0,五环至六环,酒店宾馆
807,北京电力公司,北京市西城区北京基督教会瓦岗市堂充电站,社会公用,北京市西城区西四南大街基督教会瓦岗市堂南侧停车场,0,7,二环内,公共停车场
808,北京电力公司,北京市西城区景山西街公共充电站,社会公用,北京市西城区景山西街与景山后街交叉口南侧公共停车场,8,0,二环内,公共停车场
809,北京电力公司,北京市延庆区八达岭国际会展中心东侧公共充电站,社会公用,北京市延庆区八达岭国际会展中心东侧停车场,30,0,六环外,企事业单位
810,北京电力公司,北京市延庆区八达岭国际会展中心西侧公共充电站,社会公用,北京市延庆区八达岭国际会展中心西侧停车场,30,0,六环外,企事业单位
811,北京电力公司,北京市延庆区八达岭国家森林公园公共充电站,社会公用,北京市延庆区北京八达岭深林公园青龙谷景区停车场,8,0,六环外,城市公园绿地
812,北京电力公司,北京市延庆区八达岭水关长城景区公共充电站,社会公用,北京市延庆区八达岭镇水关长城游客服务中心停车场,16,0,六环外,城市公园绿地
813,北京电力公司,北京市延庆区北京大成众信贸易有限公司公共充电站,社会公用,北京市延庆区北京大成众信贸易有限公司停车场（东风悦达·起亚延庆售后服务店北侧）,8,0,六环外,车企4S店
814,北京电力公司,北京市延庆区旧县镇文体活动中心公共充电站,社会公用,北京市延庆区旧县镇文体活动中心停车场（旧县镇人民政府东侧）,8,0,六环外,公共停车场
815,北京电力公司,北京市延庆区延庆火车南站充电站,社会公用,北京市延庆区延庆火车站南广场停车场,8,0,六环外,火车站
816,北京电力公司,北京市亦庄开发区朝林大厦西侧公共充电站,社会公用,北京市亦庄经济技术开发区荣华中路19号朝林大厦西侧公共停车场,50,40,五环至六环,公共停车场
817,北京电力公司,北京市延庆区延庆镇世界园艺博览会P4停车场充电站,社会公用,北京市延庆区世界园艺博览会P4停车场,16,0,六环外,城市公园绿地
818,北京电力公司,北京市亦庄开发区汇龙森三园东门公共充电站,社会公用,北京市亦庄开发区汇龙森科技园三园7号楼北侧,26,0,五环至六环,工业园区/厂区
819,北京电力公司,北京市亦庄开发区汇龙森三园南门公共充电站,社会公用,北京市亦庄开发区汇龙森科技园三园1号楼西侧,21,0,五环至六环,工业园区/厂区
820,北京电力公司,北京市亦庄开发区通泰国际公馆公共充电站,社会公用,北京市亦庄开发区通泰国际公馆北侧停车场,53,0,五环至六环,科技园区
821,北京电力公司,北京市昌平区常青藤教育小镇充电站,社会公用,北京市昌平区定泗路与回昌东路路口东北侧常青藤教育小镇停车场,0,3,六环外,教育院校
822,北京电力公司,北京市昌平区城南中心旧县小学北侧公共充电站,社会公用,北京市昌平区旧县村城南中心旧县小学北侧停车场,16,0,六环外,公共停车场
823,北京电力公司,北京市昌平区百善镇政府公共充电站,社会公用,北京市昌平区百善镇政府南侧停车场,5,1,六环外,政府机构
